from,to,together,documents,from_baskets,to_baskets,confidence,lift,conviction,cross_module,kind,evidence,score
ADMI125,ADMI6,18,18,24,157,0.75,36.74,3.92,0,program->program,51-0 67-0 97-9,14.834
ESTO71,ESTO25,26,25,34,336,0.765,17.5,4.06,0,program->program,7-0 74-0 171-0,13.904
EPRO18,EPRO2,10,9,12,38,0.833,168.64,5.97,0,program->program,80-128 103-0 150-0,12.562
CPRO3,CPRO4,20,11,31,62,0.645,80.02,2.8,0,program->program,149-3 188-2 189-27,11.962
CFAB86,CFAB85,16,5,17,47,0.941,153.99,16.9,0,program->program,121-17 132-7 135-0,11.73
FATU79,FATU2,9,9,9,316,1.0,24.34,inf,0,program->program,919-0 928-0 929-10,11.618
ESTO3,ESTO4,16,12,26,61,0.615,77.58,2.58,0,program->program,175-0 181-0 190-5,11.581
TERC10,RECE7,12,10,18,70,0.667,73.24,2.97,1,program->program,211-31 212-29 331-2,11.213
TERC2,TERC1,10,9,14,33,0.714,166.45,3.48,0,program->program,136-5 211-32 530-1,11.084
ADMI96,ADMI102,7,7,8,11,0.875,611.7,7.99,0,program->program,16-2 84-5 87-11,10.829
CFAB39,CFAB59,6,6,6,112,1.0,68.66,inf,0,program->program,132-6 142-0 144-1,10.616
MIND31,MIND1,9,4,9,16,1.0,480.62,inf,0,program->program,838-18 845-7 846-0,9.878
VEND79,VEND78,6,5,6,28,1.0,274.64,inf,0,program->program,579-13 588-3 589-2,9.775
MPSP75,MPSP74,18,3,18,27,1.0,284.81,inf,0,program->program,439-0 441-1 442-1,9.724
MIND15,MIND16,9,7,13,15,0.692,354.92,3.24,0,program->program,211-85 212-66 833-1,9.572
ESTO2,ESTO4,15,12,30,61,0.5,63.03,1.98,0,program->program,100-0 181-3 190-5,9.541
ESTO3,ESTO2,14,10,26,30,0.538,138.03,2.16,0,program->program,181-1 190-5 194-18,9.473
CPRO1,CPRO3,11,8,18,31,0.611,151.59,2.56,0,program->program,149-3 274-32 504-4,9.419
CPRO27,CPRO24,10,4,11,13,0.909,537.76,10.98,0,program->program,2-3 476-0 511-5,9.408
PREC19,PREC18,10,4,11,16,0.909,436.93,10.98,0,program->program,766-0 773-10 784-1,9.408
COMP49,COMP13,8,4,8,182,1.0,42.25,inf,0,program->program,668-1 678-29 681-1,9.177
ESTO67,ESTO73,15,8,27,31,0.556,137.81,2.24,0,program->program,152-4 174-18 175-0,8.991
MIND31,MIND30,8,4,9,13,0.889,525.81,8.98,0,program->program,838-18 845-8 846-0,8.781
ESTO81,MPSP46,11,6,17,72,0.647,69.11,2.81,1,program->program,104-7 121-4 126-0,8.758
ESTO112,CFAB59,35,25,88,112,0.398,27.31,1.64,1,program->program,44-2 97-9 102-1,8.72
FATU17,FATU16,20,4,26,139,0.769,42.56,4.26,0,program->program,281-2 454-0 455-0,8.719
ESTO71,FATU2,19,19,34,316,0.559,13.6,2.17,1,program->program,7-0 74-0 211-32,8.584
PEDI27,PEDI26,7,6,10,23,0.7,234.04,3.32,0,program->program,416-32 585-2 586-0,8.575
PEDI73,PEDI44,7,5,9,111,0.778,53.88,4.44,0,program->program,257-49 258-25 547-33,8.553
ADMI102,ADMI96,7,7,11,8,0.636,611.7,2.75,0,program->program,16-2 84-5 87-11,8.509
MIND16,MIND15,9,7,15,13,0.6,354.92,2.5,0,program->program,211-85 212-66 833-1,8.509
EPRO2,EPRO15,27,15,38,652,0.711,8.38,3.16,0,program->program,80-35 101-8 103-0,8.507
CFAB10,CFAB1,15,12,30,119,0.5,32.31,1.97,0,program->program,89-11 119-7 131-1,8.507
FATU22,FATU16,11,5,15,139,0.733,40.57,3.68,0,program->program,254-0 280-1 454-6,8.495
TERC2,TERC3,8,8,14,27,0.571,162.75,2.33,0,program->program,136-5 716-18 719-1,8.462
MIND1,MIND22,10,6,16,31,0.625,155.04,2.66,0,program->program,836-0 838-8 843-6,8.381
CFAB83,CFAB78,8,5,11,13,0.727,430.21,3.66,0,program->program,120-3 121-45 122-0,8.379
ESTO2,ESTO3,14,10,30,26,0.467,138.03,1.87,0,program->program,181-1 190-5 194-18,8.325
VEND94,PEDI1,8,8,9,489,0.889,13.98,8.43,1,program->program,211-164 258-31 598-0,8.252
CPRO24,CPRO27,10,4,13,11,0.769,537.76,4.33,0,program->program,2-3 476-0 511-5,8.232
EPRO02,EPRO2,5,4,5,38,1.0,202.37,inf,0,program->program,80-184 353-5 361-1,8.232
ADMI109,ADMI91,5,5,6,7,0.833,915.48,5.99,0,program->program,15-0 16-3 796-5,8.146
TERC5,RECE7,5,5,6,70,0.833,91.55,5.95,1,program->program,705-0 720-3 918-1,8.146
TERC5,TERC2,5,5,6,14,0.833,457.74,5.99,0,program->program,705-0 716-18 918-1,8.146
TERC10,TERC1,9,9,18,33,0.5,116.52,1.99,0,program->program,211-32 625-2 701-1,8.076
CFAB79,CFAB101,8,7,14,34,0.571,129.24,2.32,0,program->program,80-71 95-5 114-1,8.008
VEND114,VEND78,6,5,8,28,0.75,205.98,3.99,0,program->program,211-110 573-121 588-3,7.998
ESTO73,ESTO67,15,8,31,27,0.484,137.81,1.93,0,program->program,152-4 174-18 175-0,7.933
ADMI91,ADMI102,6,4,7,11,0.857,599.22,6.99,0,program->program,15-0 16-0 799-2,7.903
ADMI80,ADMI35,6,4,7,58,0.857,113.65,6.95,0,program->program,608-57 635-0 730-12,7.903
CFAB97,CFAB90,7,5,10,83,0.7,64.86,3.3,0,program->program,118-0 138-34 139-1,7.895
TERC1,ESTO25,19,14,33,336,0.576,13.18,2.25,1,program->program,80-97 200-10 201-14,7.889
CFAB10,CFAB2,15,14,30,193,0.5,19.92,1.95,0,program->program,89-105 148-0 170-63,7.79
COMP37,COMP39,13,4,19,32,0.684,164.42,3.15,0,program->program,663-0 667-2 683-6,7.783
MIND31,MIND22,7,4,9,31,0.778,192.94,4.48,0,program->program,838-18 845-7 846-1,7.683
COMP50,COMP13,14,6,22,182,0.636,26.89,2.68,0,program->program,668-1 678-29 682-3,7.549
ADMI92,ADMI109,4,4,4,6,1.0,1281.67,inf,0,program->program,16-2 796-5 799-4,7.526
ADMI92,ADMI91,4,4,4,7,1.0,1098.57,inf,0,program->program,16-3 796-5 799-4,7.526
CFAB112,ESTO112,4,4,4,88,1.0,87.39,inf,1,program->program,122-1 151-39 202-92,7.526
TERC4,TERC1,4,4,4,33,1.0,233.03,inf,0,program->program,716-18 918-1 920-0,7.526
TERC4,TERC2,4,4,4,14,1.0,549.29,inf,0,program->program,716-18 918-1 920-0,7.526
TERC4,TERC3,4,4,4,27,1.0,284.81,inf,0,program->program,716-18 918-1 920-0,7.526
TERC4,TERC5,4,4,4,6,1.0,1281.67,inf,0,program->program,716-18 918-1 920-0,7.526
FATU146,FATU61,31,9,57,211,0.544,19.82,2.13,0,program->program,213-12 292-15 887-0,7.517
RECE2,FATU3,42,28,105,211,0.4,14.58,1.62,1,program->program,44-0 72-0 74-1,7.484
CFAB78,CFAB85,9,4,13,47,0.692,113.27,3.23,0,program->program,120-4 121-25 135-0,7.409
MIND30,MIND1,9,4,13,16,0.692,332.74,3.24,0,program->program,838-9 845-8 846-0,7.409
MIND30,MIND22,9,4,13,31,0.692,171.74,3.24,0,program->program,838-9 845-6 846-1,7.409
TERC10,ESTO25,11,11,18,336,0.611,13.99,2.46,1,program->program,211-32 625-2 701-1,7.335
ADMI91,ADMI109,5,5,7,6,0.714,915.48,3.5,0,program->program,15-0 16-3 796-5,7.332
CFAB78,CFAB83,8,5,13,11,0.615,430.21,2.6,0,program->program,120-3 121-45 122-0,7.332
MIND14,MIND16,7,5,11,15,0.636,326.24,2.74,0,program->program,833-1 839-0 850-0,7.332
ESTO65,ESTO73,5,4,6,31,0.833,206.72,5.98,0,program->program,152-4 173-0 193-2,7.317
CEXC55,CEXC56,5,4,6,6,0.833,1068.06,6.0,0,program->program,374-18 375-3 471-9,7.317
CEXC56,CEXC55,5,4,6,6,0.833,1068.06,6.0,0,program->program,374-18 375-3 471-9,7.317
CPRO1,CPRO4,9,7,18,62,0.5,62.02,1.98,0,program->program,149-3 504-4 515-3,7.293
COMP49,COMP50,7,3,8,22,0.875,305.85,7.98,0,program->program,668-1 678-29 683-31,7.219
ADMI144,ESTO67,6,4,8,27,0.75,213.61,3.99,1,program->program,152-4 193-3 474-2,7.184
EPRO26,ESTO97,6,4,8,10,0.75,576.75,3.99,1,program->program,243-0 244-3 469-0,7.184
COMP39,COMP13,19,6,32,182,0.594,25.09,2.4,0,program->program,170-25 250-16 663-0,7.171
PEDI42,PEDI52,5,3,5,26,1.0,295.77,inf,0,program->program,557-0 573-114 575-9,7.091
EPRO69,EPRO15,9,8,11,652,0.818,9.65,5.03,0,program->program,80-74 101-8 103-16,6.955
PREC18,PREC19,10,4,16,11,0.625,436.93,2.66,0,program->program,766-0 773-10 784-1,6.932
CFAB59,ESTO112,35,25,112,88,0.312,27.31,1.44,1,program->program,44-2 97-9 102-1,6.9
RECE7,FATU3,29,19,70,211,0.414,15.1,1.66,1,program->program,72-0 74-1 177-82,6.883
FATU3,FATU2,76,58,211,316,0.36,8.77,1.5,0,program->program,7-0 72-0 74-1,6.87
CFAB102,CFAB101,6,3,7,34,0.857,193.87,6.97,0,program->program,114-3 135-4 512-1,6.807
MPSP74,MPSP75,18,3,27,18,0.667,284.81,2.99,0,program->program,439-0 441-1 442-1,6.807
FATU156,FATU153,6,3,7,69,0.857,95.53,6.94,0,program->program,489-6 490-1 501-0,6.807
CFAB97,CFAB96,6,5,10,11,0.6,419.45,2.5,0,program->program,110-7 118-0 135-0,6.768
COMP37,COMP13,13,4,19,182,0.684,28.91,3.09,0,program->program,103-4 663-0 667-2,6.727
CPRO29,CPRO4,5,5,8,62,0.625,77.52,2.65,0,program->program,211-133 822-3 823-0,6.665
FATU119,FATU6,7,3,9,61,0.778,98.05,4.46,0,program->program,159-3 160-1 286-2,6.618
MPSP77,MPSP74,7,3,9,27,0.778,221.52,4.48,0,program->program,439-2 441-0 442-1,6.618
ADMI89,ADMI104,4,4,5,6,0.8,1025.33,5.0,0,program->program,16-0 795-0 799-4,6.585
ADMI89,ADMI109,4,4,5,6,0.8,1025.33,5.0,0,program->program,16-0 796-6 799-4,6.585
FPAG23,RHUM9,4,4,5,11,0.8,559.27,4.99,1,program->program,27-0 970-2 978-7,6.585
VEND4,VEND2,4,4,5,39,0.8,157.74,4.97,0,program->program,75-1 487-72 573-133,6.585
ADMI18,ADMI8,4,4,5,85,0.8,72.38,4.94,0,program->program,80-82 194-19 274-12,6.585
ADMI101,ADMI102,4,4,5,11,0.8,559.27,4.99,0,program->program,88-0 799-8 801-8,6.585
ADMI101,ADMI96,4,4,5,8,0.8,769.0,4.99,0,program->program,88-8 799-8 801-8,6.585
CFAB83,CFAB85,7,4,11,47,0.636,104.12,2.73,0,program->program,120-4 121-12 135-0,6.585
FATU92,FATU26,4,4,5,7,0.8,878.86,5.0,0,program->program,278-1 477-1 524-0,6.585
MIND30,MIND31,8,4,13,9,0.615,525.81,2.6,0,program->program,838-18 845-8 846-0,6.585
FATU79,FATU3,6,6,9,211,0.667,24.3,2.92,0,program->program,919-0 928-0 929-10,6.543
ESTO71,FATU3,15,14,34,211,0.441,16.08,1.74,1,program->program,7-0 74-1 211-31,6.485
EPRO101,ADMI35,4,3,4,58,1.0,132.59,inf,1,program->program,80-160 396-0 730-15,6.483
EPRO101,EPRO16,4,3,4,36,1.0,213.61,inf,0,program->program,80-160 396-0 730-15,6.483
PEDI8,PEDI7,4,3,4,61,1.0,126.07,inf,0,program->program,93-7 389-6 558-3,6.483
CPRO23,CPRO27,8,3,11,11,0.727,508.43,3.66,0,program->program,472-1 476-0 515-0,6.483
CPRO27,CPRO23,8,3,11,11,0.727,508.43,3.66,0,program->program,472-1 476-0 515-0,6.483
CPRO23,CPRO3,8,3,11,31,0.727,180.41,3.65,0,program->program,472-1 515-0 904-0,6.483
PREC27,PREC6,4,3,4,10,1.0,769.0,inf,0,program->program,781-1 783-0 786-4,6.483
MIND5,MIND6,4,3,4,6,1.0,1281.67,inf,0,program->program,843-6 848-0 849-14,6.483
ADMI66,RECE2,7,7,14,105,0.5,36.62,1.97,1,program->program,28-0 211-166 212-93,6.465
PEDI2,PEDI1,30,21,62,489,0.484,7.61,1.81,0,program->program,62-0 77-5 144-4,6.393
COMP4,COMP3,7,7,13,147,0.538,28.17,2.13,0,program->program,74-0 140-0 201-10,6.387
TERC10,FATU2,10,10,18,316,0.556,13.52,2.16,1,program->program,211-32 331-2 625-2,6.359
ESTO40,ESTO41,12,4,22,32,0.545,131.08,2.19,0,program->program,142-0 189-4 210-3,6.322
ADMI228,PEDI44,5,3,6,111,0.833,57.73,5.91,1,program->program,257-49 258-20 662-1,6.303
CFAB96,CFAB97,6,5,11,10,0.545,419.45,2.2,0,program->program,110-7 118-0 135-0,6.284
MIND14,MIND15,6,5,11,13,0.545,322.66,2.2,0,program->program,833-1 839-0 850-0,6.284
CPRO4,CPRO3,20,11,62,31,0.323,80.02,1.47,0,program->program,149-3 188-2 189-27,6.257
RECE2,FATU2,41,28,105,316,0.39,9.5,1.57,1,program->program,72-0 74-1 100-0,6.256
MIND1,MIND30,9,4,16,13,0.562,332.74,2.28,0,program->program,838-9 845-8 846-0,6.239
MIND1,MIND31,9,4,16,9,0.562,480.63,2.28,0,program->program,838-18 845-7 846-0,6.239
PEDI89,PEDI3,6,3,8,59,0.75,97.75,3.97,0,program->program,546-0 547-24 941-2,6.188
CFAB93,CFAB90,7,4,12,83,0.583,54.05,2.37,0,program->program,110-1 138-42 141-9,6.146
CEXT85,CEXT84,5,5,9,17,0.556,251.31,2.25,0,program->program,144-3 856-3 860-1,6.11
VEND94,VEND98,5,5,9,17,0.556,251.31,2.25,0,program->program,211-164 258-31 650-1,6.11
VEND100,PEDI1,9,9,14,489,0.643,10.11,2.62,1,program->program,258-41 919-1 923-3,6.109
ESTO97,EPRO26,6,4,10,8,0.6,576.75,2.5,1,program->program,243-0 244-3 469-0,6.079
ADMI144,ADMI145,5,4,8,8,0.625,600.78,2.66,0,program->program,152-4 474-2 808-2,5.987
ADMI145,ADMI144,5,4,8,8,0.625,600.78,2.66,0,program->program,152-4 474-2 808-2,5.987
ADMI263,ADMI260,5,4,8,21,0.625,228.87,2.66,0,program->program,608-1 609-3 635-1,5.987
CFAB56,PEDI7,7,7,17,61,0.412,51.91,1.69,1,program->program,93-0 369-1 416-9,5.956
COMP16,COMP13,12,3,17,182,0.706,29.83,3.32,0,program->program,170-25 683-6 691-2,5.936
ESTO73,ESTO7,16,9,31,308,0.516,12.89,1.98,0,program->program,152-4 173-0 174-23,5.934
PEDI44,FATU2,41,29,111,316,0.369,8.99,1.52,1,program->program,68-8 157-14 159-9,5.86
ADMI109,ADMI102,4,4,6,11,0.667,466.06,3.0,0,program->program,15-0 16-2 799-4,5.854
ADMI109,ADMI90,4,4,6,8,0.667,640.83,3.0,0,program->program,15-0 16-3 799-4,5.854
ADMI104,ADMI89,4,4,6,5,0.667,1025.33,3.0,0,program->program,16-0 795-0 799-4,5.854
ADMI104,ADMI96,4,4,6,8,0.667,640.83,3.0,0,program->program,16-0 799-4 802-0,5.854
ADMI109,ADMI89,4,4,6,5,0.667,1025.33,3.0,0,program->program,16-0 796-6 799-4,5.854
ADMI109,ADMI92,4,4,6,4,0.667,1281.67,3.0,0,program->program,16-2 796-5 799-4,5.854
FPAG19,RHUM9,4,4,6,11,0.667,466.06,3.0,1,program->program,23-0 34-0 61-0,5.854
TERC5,TERC1,4,4,6,33,0.667,155.35,2.99,0,program->program,716-18 918-1 920-0,5.854
TERC5,TERC3,4,4,6,27,0.667,189.88,2.99,0,program->program,716-18 918-1 920-0,5.854
TERC5,TERC4,4,4,6,4,0.667,1281.67,3.0,0,program->program,716-18 918-1 920-0,5.854
EPRO28,FVEN5,15,9,41,81,0.366,34.73,1.56,1,program->program,54-6 80-3 349-4,5.843
CPRO3,CPRO1,11,8,31,18,0.355,151.59,1.55,0,program->program,149-3 274-32 504-4,5.817
MIND16,MIND14,7,5,15,11,0.467,326.24,1.87,0,program->program,833-1 839-0 850-0,5.702
COMP6,COMP13,11,5,20,182,0.55,23.24,2.17,0,program->program,73-0 679-6 683-11,5.686
FATU74,FATU2,18,17,43,316,0.419,10.19,1.65,0,program->program,211-32 288-9 519-1,5.685
CPRO24,RECE50,8,3,13,31,0.615,152.66,2.59,1,program->program,2-3 141-9 515-0,5.672
CONT59,CUST1,3,3,3,17,1.0,452.35,inf,1,program->program,5-0 6-0 180-2,5.672
CONT59,CUST20,3,3,3,7,1.0,1098.57,inf,1,program->program,5-0 6-0 180-2,5.672
CONT59,CUST8,3,3,3,24,1.0,320.42,inf,1,program->program,5-0 6-0 180-2,5.672
EPRO99,EPRO61,3,3,3,33,1.0,233.03,inf,0,program->program,80-168 948-0 958-0,5.672
CFAB111,CFAB78,4,3,5,13,0.8,473.23,4.99,0,program->program,120-7 122-0 139-1,5.672
PREC13,PREC12,3,3,3,12,1.0,640.83,inf,0,program->program,141-12 766-0 773-10,5.672
ESTO109,MPSP46,5,3,7,72,0.714,76.29,3.47,1,program->program,146-0 344-41 345-15,5.672
CFAB21,CFAB20,3,3,3,5,1.0,1538.0,inf,0,program->program,149-2 170-94 433-1,5.672
ESTO66,ESTO67,3,3,3,27,1.0,284.81,inf,0,program->program,174-0 877-1 881-13,5.672
ESTO98,EPRO26,3,3,3,8,1.0,961.25,inf,1,program->program,244-5 469-0 497-7,5.672
ESTO98,ESTO97,3,3,3,10,1.0,769.0,inf,0,program->program,244-6 469-0 497-7,5.672
CEXC52,CEXC50,3,3,3,4,1.0,1922.5,inf,0,program->program,433-1 452-18 471-10,5.672
PREC16,PREC17,3,3,3,4,1.0,1922.5,inf,0,program->program,773-2 784-6 785-0,5.672
PREC16,PREC9,3,3,3,53,1.0,145.09,inf,0,program->program,773-2 784-6 785-0,5.672
MIND8,MIND1,3,3,3,16,1.0,480.62,inf,0,program->program,835-0 836-0 838-8,5.672
MIND29,MIND22,4,3,5,31,0.8,198.45,4.98,0,program->program,838-15 845-7 846-4,5.672
MIND30,MIND27,8,3,13,34,0.615,139.19,2.59,0,program->program,845-6 846-0 849-7,5.672
MPSP72,MPSP5,4,3,4,255,1.0,30.16,inf,0,program->program,215-16 414-1 678-53,5.67
ADMI102,ADMI91,6,4,11,7,0.545,599.22,2.2,0,program->program,15-0 16-0 799-2,5.645
TERC9,TERC3,5,5,10,27,0.5,142.41,1.99,0,program->program,335-5 529-0 703-4,5.64
CFAB79,EPRO34,6,6,14,27,0.429,122.06,1.74,1,program->program,80-71 95-5 114-6,5.62
FATU12,FATU74,10,9,31,43,0.323,57.69,1.47,0,program->program,211-32 288-9 519-1,5.542
EPRO77,EPRO15,9,3,9,652,1.0,11.79,inf,0,program->program,150-0 361-4 383-13,5.515
MIND15,MIND14,6,5,13,11,0.462,322.66,1.85,0,program->program,833-1 839-0 850-0,5.499
CFAB19,CFAB7,7,4,14,38,0.5,101.18,1.99,0,program->program,97-1 125-4 374-28,5.423
ADMI264,ADMI265,9,3,16,21,0.562,205.98,2.28,0,program->program,48-0 634-11 698-5,5.374
MIND1,MIND27,9,3,16,34,0.562,127.22,2.28,0,program->program,846-0 848-0 849-8,5.374
ESTO104,ESTO7,6,5,9,308,0.667,16.65,2.88,0,program->program,151-23 153-1 157-18,5.353
CFAB191,CFAB2,3,3,3,193,1.0,39.84,inf,0,program->program,958-0 983-1 984-0,5.352
EPRO02,EPRO15,5,4,5,652,1.0,11.79,inf,0,program->program,80-184 353-5 361-1,5.336
ESTO16,ESTO15,8,5,19,44,0.421,73.59,1.72,0,program->program,147-6 185-29 189-21,5.332
EPRO18,EPRO15,8,8,12,652,0.667,7.86,2.75,0,program->program,80-128 103-0 150-0,5.321
ADMI91,ADMI90,4,4,7,8,0.571,549.29,2.33,0,program->program,15-0 16-3 799-4,5.268
ADMI91,ADMI92,4,4,7,4,0.571,1098.57,2.33,0,program->program,16-3 796-5 799-4,5.268
CREC4,ADMI8,4,4,7,85,0.571,51.7,2.31,1,program->program,77-7 967-0 977-0,5.268
FATU26,FATU92,4,4,7,5,0.571,878.86,2.33,0,program->program,278-1 477-1 524-0,5.268
COMP75,COMP13,15,5,30,182,0.5,21.13,1.95,0,program->program,663-12 667-6 679-3,5.25
ESTO4,ESTO3,16,12,61,26,0.262,77.58,1.35,0,program->program,175-0 181-0 190-5,5.248
TERC1,TERC2,10,9,33,14,0.303,166.45,1.43,0,program->program,136-5 211-32 530-1,5.234
EPRO61,EPRO15,17,14,33,652,0.515,6.08,1.89,0,program->program,21-0 75-0 77-2,5.21
ESTO2,ESTO7,13,12,30,308,0.433,10.82,1.69,0,program->program,100-0 190-2 235-53,5.194
ESTO56,ESTO67,5,3,8,27,0.625,178.01,2.66,0,program->program,174-0 175-0 193-4,5.157
FATU12,FATU3,12,12,31,211,0.387,14.11,1.59,0,program->program,211-32 288-9 342-15,5.116
CUST14,CUST13,5,4,10,17,0.5,226.18,2.0,0,program->program,132-7 139-1 177-24,5.066
FPAG23,FATU2,4,4,5,316,0.8,19.47,4.79,1,program->program,970-2 974-3 978-0,5.057
PEDI73,PEDI1,7,4,9,489,0.778,12.23,4.21,0,program->program,257-49 258-26 573-118,5.046
ADMI104,ADMI102,4,3,6,11,0.667,466.06,3.0,0,program->program,16-0 799-4 802-0,5.042
ADMI104,ADMI91,4,3,6,7,0.667,732.38,3.0,0,program->program,16-0 799-4 802-0,5.042
PREC11,CFAB90,4,3,6,83,0.667,61.77,2.97,1,program->program,118-1 138-33 141-11,5.042
ESTO65,ESTO67,4,3,6,27,0.667,189.88,2.99,0,program->program,152-4 174-0 193-2,5.042
ESTO14,ESTO13,4,3,6,30,0.667,170.89,2.99,0,program->program,232-0 467-1 950-4,5.042
CFAB176,CFAB7,4,3,6,38,0.667,134.91,2.99,0,program->program,374-24 375-5 855-19,5.042
MIND7,MIND22,4,3,6,31,0.667,165.38,2.99,0,program->program,836-0 838-8 847-2,5.042
MIND6,MIND1,4,3,6,16,0.667,320.42,2.99,0,program->program,843-6 848-0 849-15,5.042
MIND6,MIND5,4,3,6,4,0.667,1281.67,3.0,0,program->program,843-6 848-0 849-14,5.042
ADMI35,ADMI34,17,16,58,111,0.293,20.31,1.39,0,program->program,0-1 80-194 211-40,5.027
EPRO16,EPRO15,20,9,36,652,0.556,6.55,2.06,0,program->program,80-130 349-6 353-4,4.968
PEDI52,PEDI1,14,8,26,489,0.538,8.47,2.03,0,program->program,80-78 170-92 557-0,4.963
EPRO19,MPSP5,3,3,3,255,1.0,30.16,inf,1,program->program,80-172 170-158 463-0,4.962
PEDI12,PEDI1,6,6,9,489,0.667,10.48,2.81,0,program->program,416-9 551-14 554-1,4.942
ADMI66,FATU3,7,6,14,211,0.5,18.22,1.95,1,program->program,212-93 259-15 534-149,4.93
MPSP19,PEDI1,5,4,6,489,0.833,13.1,5.62,1,program->program,80-2 401-4 402-4,4.925
ESTO4,ESTO2,15,12,61,30,0.246,63.03,1.32,0,program->program,100-0 181-3 190-5,4.92
COMP39,COMP37,13,4,32,19,0.406,164.42,1.68,0,program->program,663-0 667-2 683-6,4.892
EPRO20,EPRO15,4,4,4,652,1.0,11.79,inf,0,program->program,149-1 150-0 869-1,4.879
PEDI11,PEDI44,3,3,4,111,0.75,51.96,3.94,0,program->program,9-0 159-13 258-41,4.862
ADMI92,ADMI102,3,3,4,11,0.75,524.32,3.99,0,program->program,16-2 799-4 802-0,4.862
ADMI92,ADMI104,3,3,4,6,0.75,961.25,4.0,0,program->program,16-0 799-4 802-0,4.862
ADMI92,ADMI122,3,3,4,33,0.75,174.77,3.98,0,program->program,16-0 799-4 802-0,4.862
ADMI92,ADMI89,3,3,4,5,0.75,1153.5,4.0,0,program->program,16-0 799-4 802-0,4.862
ADMI92,ADMI90,3,3,4,8,0.75,720.94,4.0,0,program->program,16-3 799-4 802-0,4.862
ADMI92,ADMI96,3,3,4,8,0.75,720.94,4.0,0,program->program,16-2 799-4 802-0,4.862
FVEN2,FVEN1,3,3,4,16,0.75,360.47,3.99,0,program->program,54-0 537-18 541-0,4.862
FVEN2,FVEN4,3,3,4,14,0.75,411.96,3.99,0,program->program,54-0 537-18 541-0,4.862
EPRO101,ADMI5,3,3,4,34,0.75,169.63,3.98,1,program->program,80-194 396-0 730-15,4.862
EPRO101,PEDI7,3,3,4,61,0.75,94.55,3.97,1,program->program,80-194 396-0 730-15,4.862
RECE1,RECE2,3,3,4,105,0.75,54.93,3.95,0,program->program,100-0 259-9 976-0,4.862
CFAB112,CFAB10,3,3,4,30,0.75,192.25,3.98,0,program->program,151-38 202-92 372-20,4.862
CFAB112,CFAB59,3,3,4,112,0.75,51.5,3.94,0,program->program,151-39 202-92 372-20,4.862
ESTO64,ESTO56,3,3,4,8,0.75,720.94,4.0,0,program->program,174-0 175-0 193-4,4.862
ESTO64,ESTO67,3,3,4,27,0.75,213.61,3.99,0,program->program,174-0 175-0 193-5,4.862
CPRO18,CPRO1,3,3,4,18,0.75,320.42,3.99,0,program->program,274-30 817-0 822-3,4.862
CFAB158,CFAB7,3,3,4,38,0.75,151.78,3.98,0,program->program,375-2 971-4 972-0,4.862
CEXC50,CEXC52,3,3,4,3,0.75,1922.5,4.0,0,program->program,433-1 452-18 471-10,4.862
FVEN10,FVEN1,6,3,11,16,0.545,262.16,2.2,0,program->program,532-0 534-80 537-18,4.862
PEDI151,PEDI7,3,3,4,61,0.75,94.55,3.97,0,program->program,558-39 620-4 999-0,4.862
VEND7,ADMI42,3,3,4,10,0.75,576.75,3.99,1,program->program,634-13 698-1 994-4,4.862
PREC17,PREC16,3,3,4,3,0.75,1922.5,4.0,0,program->program,773-2 784-6 785-0,4.862
PREC17,PREC9,3,3,4,53,0.75,108.82,3.97,0,program->program,773-2 784-6 785-0,4.862
MIND5,MIND2,3,3,4,30,0.75,192.25,3.98,0,program->program,843-6 848-1 849-14,4.862
TERC4,CFAB7,3,3,4,38,0.75,151.78,3.98,1,program->program,918-0 920-0 961-0,4.862
TERC4,COMP24,3,3,4,11,0.75,524.32,3.99,1,program->program,918-1 920-0 961-1,4.862
TERC4,ESTO13,3,3,4,30,0.75,192.25,3.98,1,program->program,918-0 920-0 961-0,4.862
TERC4,RECE7,3,3,4,70,0.75,82.39,3.96,1,program->program,918-1 920-0 961-1,4.862
TERC4,TERC10,3,3,4,18,0.75,320.42,3.99,0,program->program,918-1 920-0 961-1,4.862
PEDI4,FATU2,51,28,158,316,0.323,7.86,1.42,1,program->program,0-3 12-0 51-0,4.843
MIND2,MIND27,10,6,30,34,0.333,75.39,1.49,0,program->program,838-7 841-2 845-6,4.826
CFAB1,CFAB2,34,26,119,193,0.286,11.38,1.36,0,program->program,41-0 89-5 102-1,4.81
CFAB10,CFAB59,10,10,30,112,0.333,22.89,1.48,0,program->program,119-7 132-15 148-0,4.8
TERC3,TERC2,8,8,27,14,0.296,162.75,1.42,0,program->program,136-5 716-18 719-1,4.795
ADMI90,ADMI102,4,4,8,11,0.5,349.55,2.0,0,program->program,15-0 16-0 799-4,4.789
ADMI90,ADMI109,4,4,8,6,0.5,640.83,2.0,0,program->program,15-0 16-3 799-4,4.789
ADMI90,ADMI91,4,4,8,7,0.5,549.29,2.0,0,program->program,15-0 16-3 799-4,4.789
ADMI96,ADMI104,4,4,8,6,0.5,640.83,2.0,0,program->program,16-0 799-4 802-0,4.789
ADMI96,ADMI122,4,4,8,33,0.5,116.52,1.99,0,program->program,16-0 799-4 801-16,4.789
ADMI96,ADMI101,4,4,8,5,0.5,769.0,2.0,0,program->program,88-8 799-8 801-8,4.789
MPSP79,MPSP74,4,4,8,27,0.5,142.41,1.99,0,program->program,436-2 439-12 441-6,4.789
