"PROGRAMA","DESCRICAO","TIPO"
"FPAG57","06-Declaração de deslocamento(Vale Transporte)","Relatório"
"FPAG61","07-Contrato de confiança","Relatório"
"FPAG62","08-A.S.O. Ficha Clínica","Relatório"
"FPAG63","09-Autorização de descontos","Relatório"
"CFAB7","Emissão Ordem de Fabricação Curtume (ESTOFAMENTO)","Programa"
"FPAG107","Demonstrativo Resumido de Funcionários","Programa"
"PATR31","Cálculo Apropriação PIS-COFINS","Programa"
"FATU16","Gera/Emissão Rótulo Unidade Armazenamento - Pedidos TECNOCALZA","Programa"
"FATU17_TECNOCALZA","Relatório Rótulos","Relatório"
"PROJ4","Cronograma de Projeto","Relatório"
"CFAB30","Emissão Talão (+PROCESSO)","Programa"
"CFAB31","Emissão Talão","Relatório"
"CFAB10","Estorno Apontamento de Ordem de Fabricação- 78","Programa"
"COMP3_MCM","Pedidos de Compra com Cotação MCM","Programa"
"COMP9","Pedidos de Compra","Relatório"
"FATU173","2","Relatório"
"CFAB30","Emissão de talão Pacific TST","Programa"
"FATU70","Romaneio","Relatório"
"FATU43_MOULD","Etiqueta Térmica MOULD","Programa"
"FATU16","Gera/Emissão Rótulo Unidade Armazenamento - oksebra","Programa"
"FATU17_OKSEBRA","Relatório Rótulos","Relatório"
"FATU22","Emissão Rótulo Unidade Armazenamento MOULD","Programa"
" FATU17_PEGADA","RÓTULO_PEGADO","Relatório"
"CONT60_PGD","Importação Lançamentos - Pegada","Programa"
"LFIS95","Gera arquivo ISSQN - Entrada","Programa"
"VEND95","Restrição de Produto por Classe de Representante","Programa"
"VEND97","Faturamento Antecipado","Programa"
"VEND93","Concessão de Descontos","Programa"
"VEND94","Concessão de Comissões","Programa"
"VEND96","Bonificações","Programa"
"CFAB10","Estorno Apontamento de Lote","Programa"
"CFAB22","Apontamento de Rótulos (Processo 79)","Programa"
"CREC74","Relatório Curva ABC Clientes","Relatório"
"PEDI5_UM_SECUNDARIA","Pedido de Venda Qtd Secundária.","Relatório"
"FPAG127","Tabela 13 - Partes dos Corpos Atingidos (CAT)","Programa"
"FATU2_PERU","Nota Fiscal de Saída - FATURA - KHTA","Programa"
"FATU15_KHTA","Relatório Nota Fiscal","Relatório"
"FPAG128","Tabela 14 - Agentes Causadores de Acidentes","Programa"
"FPAG139","Advertência","Relatório"
"FPAG140","Suspensão","Relatório"
"FPAG141","Requisição de Benefício por Incapacidade","Programa"
"FPAG142","Requisição de Benefício por Incapacidade","Relatório"
"ADMI233","Importa PIS/COFINS Patrimônio","Programa"
"VEND31","Posição Financeira de Clientes","Programa"
"CFAB57","Apontamento de Rótulos Curtume TAPETES, Processo 136","Programa"
"CREC26","Remessa Cobrança Escritural (Relatório Vendor)","Programa"
"CPAG35","LOG Remessa Cobrança Escritural","Relatório"
"CFAB30","Emissão de Talão Martin","Programa"
"ESTO147","Relatório Transferência entre Localizações - Múltiplos Produtos","Programa"
"CREC62","Relatório Notas de Débito","Programa"
"CREC61","Configuração de Nota de Débito","Programa"
"CREC63","Relatório Resumo Analítico de Notas de Débito","Relatório"
"ESTO146","Relatório Transferência entre Localizações - Múltiplos Produtos","Relatório"
"CFAB134","Apontamento de Rótulos Completo - Processo 191","Programa"
"CFAB1","Apontamento de Ordem de Fabricação - PADRAO","Programa"
"CFAB57","Apontamento de Rótulos Curtume PALETES, Processo 122","Programa"
"ESTO39","Relatório Solicitação de Necessidades","Relatório"
"CREC68","Relatório Documentos Prorrogados","Relatório"
"FATU12","Transferências - Martin","Programa"
"COMP3","Pedidos de Compra - Considera Data Saída Fornecedor","Programa"
"COMP9","Pedidos de Compra C Ficha Tecnica","Relatório"
"CEXC1116","Controle de Atividades","Programa"
"CREC25","Bloqueto Gráfico","Relatório"
"COMP20","Pedido de Compra - Exportação","Relatório"
"TERC10","Gera Notas Fiscais Remessa Industrialização - CAT 12","Programa"
"CFAB67_MINUANO","Etiqueta Minuano","Relatório"
"FATU95","Relatório Notas Fiscais Matricial","Relatório"
"CFAB67_MINUANO","Etiqueta Minuano","Relatório"
"PEDI4","Liberação Pedidos Faturamento (#####Versão padrão, apenas com parametros essenciais)","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"VEND117","Fechamento de Comissões","Programa"
"COMP5","Recebimento de Pedidos de Compra - Martin","Programa"
"COMP32","Relatório de Inspeção","Relatório"
"PEDI44","Liberação Pedidos Faturamento - PEDI44 - FILTRA ESTAB FATURAMENTO","Programa"
"CFAB41","Relatório Resumo Produção Produto - 64 bits","Programa"
"CFAB42","Resumo Produção Produto","Relatório"
"CFAB135","Resumo Produção Produto com Grade","Relatório"
"CONT91","Consulta LOG de Lançamentos","Programa"
"PEDI44","Liberação Pedidos Faturamento - ESTAB 3 - MARTIN","Programa"
"PEDI4","Liberação Pedidos Faturamento Emp 1 Estab 31 Loc 9893","Programa"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"ADMI158","Configuração de Tabelas para Expurgo de dados","Programa"
"ESTO147","Relatório Transferência entre Localizações - Múltiplos Produtos","Excel"
"ESTO67","2- Lançamento Produtos Inventário - CRI - Não Exige Lote - c/Botão Confirmar","Programa"
"ADMI267","Rastreamento de Termos em Trg/Prc/Pkg/Fnc","Programa"
"PEDI7","Emissão de Etiqueta por Unidade de Produto por Plano de Produção 10","Programa"
"PEDI136","10","Relatório"
"PEDI1","Pedidos de Venda NÃO calcula comissão  - HENRICH-SKU-Antigo","Programa"
"PEDI5","Pedido de Venda","Relatório"
"EPRO35_CURTUME","relat","Relatório"
"EPRO35_CURTUME","relat","Relatório"
"ESTO71","Gera Nota Fiscal Abastecimento Materiais - Transferência estab. (Pegada - Deise)","Programa"
"FATU74","PGD Gera NF pelo Rótulo Estab. Rui Barb. Local. DI (Pegada - Deise)","Programa"
"MPSP73","Planejamento Frigorifico - ESTRUTURA 03/2020","Programa"
"PEDI1","Lote Produção Estoque - PEGADA","Programa"
"PEDI14","Importação Pedidos de Venda - EDI Vale - Brisa","Programa"
"CPAG35","Log Importação Pedidos de Venda - EDI","Relatório"
"PEDI113","Lote Produção Estoque","Relatório"
"MPSP5","Plano de Produção - PEGADA","Programa"
"CFAB10","Estorno Apontamento de Ordem de Fabricação - Guilherme","Programa"
"FATU12","Transferências T&A","Programa"
"PEDI44","Liberação Pedidos Faturamento RR - Estab 5- Matriz (idem Pegada-Deise)","Programa"
"PEDI44","PGD Lib. Pedidos Faturamento MTZ 116 Loc.5109 CONSIGNACAO","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"PEDI44","PGD Lib. Pedidos Faturamento CONSIGNACAO","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"FATU3_DT","Notas Fiscais de Entrada - Monitor","Programa"
"FATU14","Relatório Notas Fiscais","Relatório"
"FATU15_ANTONIELLE","Relatório Notas Fiscais Matricial","Relatório"
"RECE26","Relatório Carta de Correção","Relatório"
"FATU64","Relatório Recibo","Relatório"
"ESTO111","Relatório Emissão de Lote","Relatório"
"FATU142","Etiqueta","Relatório"
"ESTO73_ADOC","5- Ajuste Divergências Estoque X Inventário CRI ADOC","Programa"
"CFAB1","Apontamento de Ordem de Fabricação - MARTIN","Programa"
"PEDI8_GNT","Emissão de Etiqueta","Relatório"
"FATU159","Emissão de LPN","Relatório"
"FATU155","Emissão de Talão","Relatório"
"ADMI157","Expurgo de dados","Programa"
"FATU6","Devoluções de Consignação - Lançamento PGD","Programa"
"PEDI1","Pedido de Venda PEGADA - Deise","Programa"
"CONT93","Relatório de LOG de Lançamentos","Relatório"
"PEDI58","Pedido de Venda","Relatório"
"PEDI1"," PEDIDO DE VENDA - WILLIAM","Programa"
"COMP3","Pedidos de Compra - PEGADA","Programa"
"COMP9","Pedidos de Compra","Relatório"
"COMP20","Pedido de Compra - Exportação","Relatório"
"CFAB65","Apontamento de Rótulos - Estab 31 Loc 31 Proc 1275","Programa"
"FATU104","Devoluções de Venda - Lançamento - PEGADA","Programa"
"CFAB65","Apontamento de Rótulos - PROC 79 / LOCAL 16 - #","Programa"
"PEDI1","Pedidos de Venda - Entrega Parcelada","Programa"
"PEDI5_KBK","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"ESTO108","Relatório Conciliação Estoque x Contábil - 64 Bits","Programa"
"CUST13","Apropriação do Custeio Integrado - 64 Bits","Programa"
"PEDI1","Pedido de Venda - BRISA Pedidos 36737 e 36533","Programa"
"PEDI44","Liberação Pedidos Faturamento - PEDI44 - Estab 11","Programa"
"PEDI5","Pedido de Venda","Relatório"
"COMP5","Pré-Recebimento de Pedidos de Compra - Pegada","Programa"
"CFAB7","Emissão Ordem de Fabricação Pegada - Deise","Programa"
"CFAB158","Emissão Ordem de Fabricação","Relatório"
"PEDI26","Relatório Pedidos para Encaixotamento - H. Kuntzler","Programa"
"PEDI27","Relatório Pedidos para Encaixotamento P/ O.F.","Relatório"
"ESTO67_ADOC","Lançamento Produto Inventariado - CRI - Com Controle de Lote - ADOC","Programa"
"PEDI44","PGD Lib. Pedidos Faturamento MTZ 115 Loc.5108 CONSIGNACAO","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"MPSP5","Plano de Produção - MARTIN","Programa"
"ESTO25","Plano Abastecimento Materiais - Transferência para Filial - Matriz (SOLADOS) PGD","Programa"
"ESTO26","Relatório Plano Abastecimento Materiais - Transferência Produção","Relatório"
"ESTO71","Gera Nota Fiscal Abastecimento Materiais - Transf. Prod. (Pegada - Deise)","Programa"
"FATU12","Transferências estab. neg. trab.","Programa"
"PEDI44","Liberação Pedidos Faturamento - ESTAB 1 - C","Programa"
"ESTO115","Reclassificação de Produtos - Pegada Deise","Programa"
"ESTO148","Relatório Transferência SKU","Programa"
"ESTO149","Relatório Transferência SKU","Relatório"
"FPAG193","Geração de Aquivo B.E.M (Benefício Extraordinário Mensal)","Programa"
"RHUM22","Configuração Especial Banco de Horas","Programa"
"PEDI121_KND_ADM","Entrada de Pedidos - Pré Liberação","Programa"
"VEND119","Carteira de Pedidos - T&A","Programa"
"VEND118","Carteira de Pedidos - T&A","Relatório"
"PEDI1","Pedidos de Venda","Programa"
"PEDI5","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"MPSP5","Plano de Produção","Programa"
"CFAB65","Apontamento de Rótulos - Processo 79","Programa"
"CFAB23","Exclusão Apontamento de Rótulos - Processo 79","Programa"
"PEDI3","Cancelamento de Entrega Pedido","Programa"
"PEDI114","Cancelamento de Entrega Pedido","Relatório"
"ESTO2","Implantação de Saldo","Programa"
"PEDI44","Liberação Pedidos Faturamento - PEDI44 - FILTRA ESTAB FAT - estab 24","Programa"
"PEDI1","Pedido de Venda - Laminado - Alteração Liberada","Programa"
"PEDI5","Pedido de Venda","Relatório"
"FPAG90","Relação de Admitidos e Demitidos - E-Social","Programa"
"FPAG194","Rel. Relação de Admitidos e Demitidos - E-Social","Relatório"
"FATU156","Relatório Liberação Pedidos Faturamento por Rota (Resumido)","Relatório"
"PEDI1","Pedido de Venda - Alterações","Programa"
"FATU163","Relatório Liberação Pedidos Faturamento por Rota (Detalhado)","Relatório"
"PEDI139","Importação de Pedidos de Venda - CSV - JB","Programa"
"PEDI4","Liberação Pedidos Faturamento/Reserva","Programa"
"PEDI38","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"CFAB1","Apontamento de Ordem de Fabricação - CALI - LEITOR","Programa"
"PEDI8_GNT","Emissão de Etiqueta","Relatório"
"FATU159","Emissão de LPN","Relatório"
"FATU155","Emissão de Talão","Relatório"
"MPSP73","Planejamento Necessidade Materiais - Frigo MATRIZES","Programa"
"EPRO15_JMB","Estruturação do Produto - JMB","Programa"
"CFAB152","Resumo Produção Recurso (Recurso, Modelo e Turno)","Relatório"
"ESTO25","Plano Abastecimento Materiais - Requisição - Henrich","Programa"
"ESTO26","Relatório Plano Abastecimento Materiais - Necessidades","Relatório"
"CREC91","Nota de Renegociação","Programa"
"CREC93","Relatório Nota de Renegociação - Oficial","Relatório"
"PEDI115","Relatório Pedidos Prontos para Faturar (TEA)","Programa"
"PEDI140","Relatório Pedidos Prontos para Faturar","Relatório"
"PEDI125","Relatório Pedidos Prontos para Faturar (resumido)","Relatório"
"CFAB65","Apontamento de Rótulos - MARTIN - PROCESSO 1158","Programa"
"VEND120","Marcas Cliente","Programa"
"PEDI142","Emissão de Etiqueta por Unidade de Produto - AK","Programa"
"PEDI144","Emissão de Etiqueta - AK","Relatório"
"PEDI142","Emissão de Etiqueta por Unidade de Produto - Sunset","Programa"
"PEDI143","Emissão de Etiqueta - Sunset","Relatório"
"FATU74","Gera NF pelo Rótulo - Estab3 - Loc 16 - Baenamora","Programa"
"PEDI7","Emissão de Etiquetas por Produto - ITALIANINHO","Programa"
"PEDI8_HENRICH","Emissão de Etiqueta","Relatório"
"CUST13","Apropriação do Custeio Integrado 41533","Programa"
"CUST23","Apropriação do Custeio Integrado","Relatório"
"FPAG192","Almoço","Programa"
"PEDI44","Liberação Pedidos Faturamento - EMPRESA 1 - MARTIN","Programa"
"PEDI44","Liberação Pedidos Faturamento - Agrupa XML","Programa"
"MPSP74","Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos até Corte)","Programa"
"MPSP75","Relatório Plano Mestre de Produção por Plano e Produto","Relatório"
"FPAG20","Emissão da C.A.T.","Relatório"
"MPSP74","Relatório Plano Mestre de Produção por Plano e Produto (Baenamora, Processos Guarnición a Montaje)","Programa"
"MPSP75","Relatório Plano Mestre de Produção por Plano e Produto","Relatório"
"FPAG28","Acidente de Trajeto","Relatório"
"CEXC111","Relatório Pedido Serviço","Relatório"
"CFAB36","Consulta Lotes","Programa"
"ADMI268","Cadastro de Termos Proibidos no Código","Programa"
"CFAB17","Emissão Cartão Componente - AKS - LOGOTIPO","Programa"
"CFAB150","Emissão Cartão Componente - LOGOTIPO","Relatório"
"FATU2_206","Notas Fiscais de Saída - BLOQUEIO - 206","Programa"
"FATU58","Relatório de Carta de Correção","Relatório"
"FATU117","Relatório de Ocorrências de Faturamento","Relatório"
"FATU14","Notas Fiscais de Saída","Relatório"
"FATU104","Devoluções de Venda - DINE - EMISSÃO","Programa"
"CREC89","Configuração de Nota de Renegociação","Programa"
"CREC90","Geração Nota de Renegociação","Programa"
"CACE34","Relatório Banco de Horas","Programa"
"CACE35","Relatório Banco de Horas","Relatório"
"PEDI1","Amostra de Confirmação (Sunset - 38043)","Programa"
"PEDI141","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"PEDI1","Pedidos de Venda - não agrupa prod. rótulo","Programa"
"PEDI5","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"CFAB65","Apontamento de Rótulos - LOC 74","Programa"
"EPRO79","Importa Código Barras - 43267","Programa"
"FPAG27_OKS","Farmácia Oksebra","Programa"
"CPAG35","Log de Importação","Relatório"
"FPAG145","Relatório de LOG's.","Relatório"
"PEDI1","Pedidos de Venda - Baena Mora","Programa"
"PEDI145","Pedido de Venda - Baena Mora","Relatório"
"PEDI132","Pro-Forma","Relatório"
"CUST12","Apropriação do Custeio Integrado - Resumo","Relatório"
"CUST23","Apropriação do Custeio Integrado","Relatório"
"CUST12","Apropriação do Custeio Integrado - Resumo","Relatório"
"TERC1","Remessa (Código de Barras) Processo 1375 - Serviço 84557.1","Programa"
"FPAG195","Guia Recolhimento INSS","Programa"
"FPAG59","1-GUIA do INSS","Relatório"
"PEDI14","Importação Pedidos de Venda - EDI Vale - Beira Rio","Programa"
"CPAG35","Log Importação Pedidos de Venda - EDI Vale - Beira Rio","Relatório"
"FPAG195","Guia Recolhimento INSS c/ Estab Padrão","Programa"
"FPAG59","1-GUIA do INSS","Relatório"
"CFAB65_PEGADA","Apontamento de Rótulos PEGADA - MARTIN","Programa"
"PEDI1","Pedido - Lote Estoque","Programa"
"CFAB29_HKUNTZLER","Relatório Controle de Talões","Relatório"
"FATU104","Devoluções de Venda - Emissão - PEGADA","Programa"
"PEDI88","Relatório Pedidos para Encaixotamento - PEGADA","Programa"
"PEDI27_PEGADA","Relatório Pedidos para Encaixotamento P/ O.F.","Relatório"
"FPAG41","1-Termo de Rescisão do Contrato de Trabalho","Relatório"
"FPAG42","2-Termo de Quitação de Rescisão de Contrato de Trabalho","Relatório"
"FPAG43","3-Termo de Homologação de Rescisão de Contrato de Trabalho","Relatório"
"FPAG44","4-Recibo de Pagamento de Férias","Relatório"
"FPAG37","7-Recibo Folha Mensal","Relatório"
"PEDI44","Liberação Pedidos Faturamento ROTULO - GERA ITEM POR TAMANHO","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"FATU153","Liberação Pedidos Faturamento por Rota Estab 3 - Ñ OLHA PAINEL","Programa"
"RECE7","Retornos de Remessa Beneficiamento Categoria Pedido 29","Programa"
"FATU156","Relatório Liberação Pedidos Faturamento por Rota (Resumido)","Relatório"
"FATU163","Relatório Liberação Pedidos Faturamento por Rota (Detalhado)","Relatório"
"RECE8","Relatório Retornos de Remessa Industrialização","Relatório"
"CFAB17","Emissão Cartão Componente - AKS","Programa"
"CFAB121","Emissão Cartão Componente","Relatório"
"CFAB7","Emissão Ordem de Fabricação - BAENA MORA","Programa"
"CFAB149","CFAB149","Relatório"
"ESTO112","Plano Abastecimento Materiais e Controle de Ordem de Fabricação (Frigo DESOSSA)","Programa"
"CFAB19_AMC","CFAB19_AMC","Relatório"
"ADMI269","VINCULO CLIENTES X RECURSOS","Programa"
"FATU74","Gera NF pelo Rótulo","Programa"
"FATU2_202","Notas Fiscais de Saída - BLOQUEIO - 202","Programa"
"FATU58","Relatório de Carta de Correção","Relatório"
"PEDI44","Liberação Pedidos Faturamento ROTULO - ITEM UNICO (Estab 24)","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"FATU117","Relatório de Ocorrências de Faturamento","Relatório"
"FATU14","Notas Fiscais de Saída","Relatório"
"CEXC1099","Emissão OF - T&A","Programa"
"CEXC1100","Emissão OF","Relatório"
"COMP3","Pedidos de Compra com Cotação - Alteração Liberada","Programa"
"COMP9","Pedidos de Compra","Relatório"
"CFAB151","Resumo Produção Recurso (Recurso, Construção e Turno) - Com Grade","Relatório"
"PEDI5","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"FATU153","Liberação Pedidos Faturamento por Rota Estab 3 - Lançamento","Programa"
"FATU156","Relatório Liberação Pedidos Faturamento por Rota (Resumido)","Relatório"
"FATU163","Relatório Liberação Pedidos Faturamento por Rota (Detalhado)","Relatório"
"VEND58","Evolução de Vendas - 64Bits","Programa"
"ESTO23","Transferência entre Localização - RESERVA","Programa"
"CFAB90","Apontamento MultiTarefa - Curtume - GRAMPEAR","Programa"
"PEDI7","Emissão de Etiquetas por Produto (Italianinho) Produto Acabado","Programa"
"PEDI146","Emissão de Etiquetas por Produto (Italianinho)","Relatório"
"CFAB90","Apontamento MultiTarefa - Curtume - Proc 170-AMACIAR SECAGEM","Programa"
"CFAB90","Apontamento MultiTarefa - Curtume - Proc 109-LIXAR FLOR","Programa"
"CFAB90","Apontamento MultiTarefa - Curtume - Proc 165-PISTOLAR ACABAMENTO","Programa"
"CFAB90","Apontamento MultiTarefa - Curtume - Proc 172-AMACIAR ACABAMENTO","Programa"
"ESTO150","Plano Abastecimento Materiais - Lançamento de Requisição","Relatório"
"RECE8","Relatório Retornos de Remessa Industrialização","Relatório"
"CFAB134","Apontamento de Rótulos Completo - Processo 191 - ESTAB 115","Programa"
"CFAB134","Apontamento de Rótulos Completo - Processo 191 - ESTAB 116","Programa"
"EPRO56","Ficha","Relatório"
"EPRO70","Ficha Maior","Relatório"
"RHUM23","Manutenção de Funcionários","Programa"
"ESTO129_KND","Plano Abastecimento Materiais - Requisição - Controle de Lote - patch 208 (sem validação)","Programa"
"ESTO26_MLA","Relatório Plano Abastecimento Materiais - Necessidades","Relatório"
"ESTO78","Plano Abastecimento Materiais - Requisição","Relatório"
"CFAB1","Apontamento de Ordem de Fabricação (Processo 1405) SKU - Loc 2","Programa"
"CFAB23","Exclusão Apontamento de Rótulos (Processo 1158)","Programa"
"PEDI8_GNT","Emissão de Etiqueta","Relatório"
"FATU159","Emissão de LPN","Relatório"
"FATU155","Emissão de Talão","Relatório"
"CFAB23","Exclusão Apontamento de Rótulos (Processo 1405) SKU","Programa"
"PEDI4","Liberação Pedidos Faturamento - ESTAB 1 = LIBERAR_PED_SEM_PRODUCAO = N","Programa"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"PEDI1","Pedidos de Venda - Normal - Não altera Condição de Pagamento","Programa"
"PEDI5","Pedido de Venda","Relatório"
"PEDI132","Pro-Forma","Relatório"
"VEND3","Demonstrativo Comissões - Total Geral","Relatório"
"ADMI258_KND","Planejamento Capacidade Recursos (CRP) - Relação funcionário x recurso","Programa"
"RHUM26","Relatório Banco de Horas TST","Programa"
"RHUM27","Rel. Banco de Horas","Relatório"
"FPAG197","Tabela 21 - Códigos de Incidência Tributária da Rubrica para o IRRF","Programa"
"FPAG198","Tabela 24 - Agentes Nocivos e Atividades - Aposentadoria Especial","Programa"
"FPAG199","Tabela 27 - Procedimentos Diagnósticos","Programa"
"FPAG200","Tabela 28 - Treinamentos, Capacitações, Exercícios Simulados e Outras Anotações","Programa"
"CFAB23","Estorno Apontamento de Rótulos TK","Programa"
"PEDI7","Emissão de Etiquetas por Unidade de Produto por Plano de Produção MALU","Programa"
"PEDI8_MALU","Emissão de Etiqueta henrich","Relatório"
"EPRO90","Laminados SubFamília 2","Programa"
"EPRO91","Laminados Espessura","Programa"
"EPRO92","Laminados Cor","Programa"
"EPRO93","Laminados Cor Base","Programa"
"FPAG201","26 - Término Antecipado Do Contrato De Experiência - Pelo Empregado","Relatório"
"FPAG202","27 - Término Antecipado Do Contrato De Experiência - Pelo Empregado","Relatório"
"VEND122_","Relatório Metas - Previsto X Realizado (Moveleiro)","Relatório"
"VEND105","Relatório Metas - Previsto X Realizado (Moveleiro)","Programa"
"VEND106","Relatório Metas - Previsto X Realizado (Calçadista)","Relatório"
"VEND106","Relatório Metas - Previsto X Realizado (Calçadista)","Excel"
"VEND122_","Relatório Metas - Previsto X Realizado (Moveleiro)","Relatório"
"FATU84","Manifestação do Destinatário CTE","Programa"
"FVEN13","Simulador Custo - Frigorifico","Programa"
"PEDI44","PGD Lib. Pedidos Faturamento MTZ 115 Loc.5108 POR TAM - KND","Programa"
"CFAB18_HKUNTZLER","Emissão Cartão Componente Matricial","Relatório"
"FATU15_BRISA","Relatório Notas Fiscais Matricial","Relatório"
"PEDI117","Relatório de Pendencias de Clientes","Relatório"
"ESTO2","Implantação de Saldo - MARTIN","Programa"
"CREC22","Emissão de Bloquetos - Banco Miranchuck","Programa"
"CREC25_BB","Relatório Miranchuck","Relatório"
"FVEN5","Cálculo Preço de Venda - Calçado s/Preço Estratégico - report FVEN7_GNT","Programa"
"FVEN7_GNT","Cálculo Preço de Venda","Relatório"
"PEDI7","Emissão de Etiquetas por Produto (Italianinho) sem Marca 2/pagina","Programa"
"RHUM26","Relatório Banco de Horas - Novo","Programa"
"RHUM27","Rel. Banco de Horas","Relatório"
"FATU26","Emissão Minuta - FRIGO Excel 64","Programa"
"FATU164","Emissão Minuta","Relatório"
"FPAG36","Recibos_OKS","Programa"
"FPAG37","01-Mensal - Recibo de Pagamento","Relatório"
"FPAG41","02-Termo de Rescisão","Relatório"
"FPAG42","03-Termo de Rescisão - Quitação","Relatório"
"FPAG43","04-Termo de Rescisão - Homologação","Relatório"
"FPAG45","06-Férias - Aviso","Relatório"
"FPAG46_BRI","07-Férias - Solicitação de Abono","Relatório"
"FPAG44_HNR","05-Férias - Recibo","Relatório"
"FPAG115","08-Recibo Pagamento Matricial","Relatório"
"FPAG124_OKS","09-Recibo com Ponto","Relatório"
"FPAG149","11-Lista Adiantamento Quinzenal - Tecnocalza","Relatório"
"FPAG153","12-Recibo Semanal","Relatório"
"FPAG165","13-Relatório Analítico de Rescisão","Relatório"
"FPAG179","14-Recibo com Ponto e Atividades Diárias","Relatório"
"CFAB65","Apontamento de Rótulos localização 9942 - Proc 1410","Programa"
"COMP3","Pedidos de Compra ADOC","Programa"
"CEXC1074","Pedidos de Compra Adoc","Relatório"
"CEXC1075","Pedidos de Compra Adoc","Relatório"
"CFAB1","Apontamento de Ordem de Fabricação (Processo 1405) SKU - Loc 31","Programa"
"PEDI8_GNT","Emissão de Etiqueta","Relatório"
"FATU159","Emissão de LPN","Relatório"
"FATU155","Emissão de Talão","Relatório"
"LFIS21","Livro Registro de Saídas - P2","Relatório"
"LFIS22","Livro Registro de Saídas - P2A","Relatório"
"EPRO15","Estruturação do Produto - Restringe Campos","Programa"
"PEDI4","Liberação Pedidos Faturamento PEDI4 Emp 1 Estab 31 Loc Nula - LIBERAR_PED_SEM_PRODUCAO = N","Programa"
"ESTO4","Requisição com Ordem de Serviço - Localização 218","Programa"
"ESTO112","Plano Abastecimento Materiais e Controle de OF (ABATE - Frigo EMP 1)","Programa"
"CFAB19_AMC","CFAB19_AMC","Relatório"
"FATU153","Liberação Pedidos Fatur por Rota Emp 1 Estab 1 - Ñ OLHA PAINEL","Programa"
"FATU156","Relatório Liberação Pedidos Faturamento por Rota (Resumido)","Relatório"
"FATU163","Relatório Liberação Pedidos Faturamento por Rota (Detalhado)","Relatório"
"PEDI66","Cancelamento Reserva de Semi-Acabado/em Plano de Produção","Programa"
"PEDI5","Pedido de Venda","Relatório"
"CFAB122","Emissão Cartão Componente","Relatório"
"FATU156","Relatório Liberação Pedidos Faturamento por Rota (Resumido)","Relatório"
"FATU163","Relatório Liberação Pedidos Faturamento por Rota (Detalhado)","Relatório"
"FPAG196","Relatório Resumo Recolhimento INSS","Programa"
"ADMI270","Cadastro de Meio de Pagamento Baena Mora","Programa"
"FPAG60","1-Resumo do INSS","Relatório"
"FPAG196","Relatório Resumo Recolhimento INSS c/ Estab Padrão","Programa"
"FPAG60","1-Resumo do INSS","Relatório"
"ADMI271","Cadastro de Atividade Econômica Baena Mora","Programa"
"FATU16","Gera/Emissão Rótulo - Italianinho","Programa"
"FATU17","Rótulos com Imagem","Relatório"
"ESTO112","Plano Abastecimento Materiais e Controle de Ordem de Fabricação (Dublagem)","Programa"
"CREC22","Emissão de Bloquetos - Banco João / Sicredi","Programa"
"CREC25_SICREDI","Boleto Gráfico - Banco João / SICREDI","Relatório"
"FATU16","Gera Rótulos Unidades Armazenamento - Italianinho","Programa"
"FATU177","Rótulos Unidades Armazenamento","Relatório"
"MPSP5","Plano de Produção Laminados","Programa"
"CFAB19_AMC","CFAB19_AMC","Relatório"
"CFAB7","Emissão Ordem de Fabricação Italianinho","Programa"
"CFAB172","Emissão Ordem de Fabricação","Relatório"
"RHUM24","Aviso de Fechamento Banco de Horas","Programa"
"EPRO86","Laminados Família","Programa"
"RHUM25","Rel. Acompanhamento de Salários","Relatório"
"EPRO89","Laminados SubArtigo","Programa"
"RHUM24","Aviso de Fechamento Banco de Horas c/ Estab Pardão","Programa"
"RHUM25","Rel. Acompanhamento de Salários","Relatório"
"TERC1","Remessa Teste AKS (manual)","Programa"
"RHUM26","Relatório Banco de Horas c/ Estab Padrão","Programa"
"RHUM27","Rel. Banco de Horas","Relatório"
