cluster_a,cluster_b,links,keywords_a,keywords_b
4,14,2,"power, mcm, visões","pdv, caixa, kunden"
81,113,2,"ikronos, api, industrial manufatura","risco, crédito, analise"
111,113,2,"grade marcar, simplificado, venda","risco, crédito, analise"
19,129,2,"fpv, preço venda, cálculo","entrega, categoria, venda"
19,113,2,"fpv, preço venda, cálculo","risco, crédito, analise"
86,105,2,"desconto, valor unitário, liquido","cotação, compras, fornecedor"
109,113,2,"planejamento vendas, cota, vendas planejamento","risco, crédito, analise"
100,109,2,"instrução, embarque, caixas","planejamento vendas, cota, vendas planejamento"
109,110,2,"planejamento vendas, cota, vendas planejamento","necessidades, compras, mrp"
110,153,2,"necessidades, compras, mrp","plano mestre, mestre produção, relatório plano"
84,129,2,"compras, comprador, alçada","entrega, categoria, venda"
29,105,2,"cnpj, pessoa, jurídicas","cotação, compras, fornecedor"
35,78,2,"raja, paquete, cantidad","and, select, nvl"
36,69,2,"mensagem knd, erro nimo, sequence","largura, produção agrupado, plano produção"
89,110,2,"estoque futuro, localização, produção estoque","necessidades, compras, mrp"
71,112,2,"empresa, mrp, tabela","data base, fecha base, plano produção"
15,110,2,"tolerância, pis cofins, tolerancia","necessidades, compras, mrp"
15,36,2,"tolerância, pis cofins, tolerancia","mensagem knd, erro nimo, sequence"
36,110,2,"mensagem knd, erro nimo, sequence","necessidades, compras, mrp"
108,120,2,"abastecimento, requisição, materiais","reposição, ponto, estoque segurança"
25,120,2,"job, logs, ção","reposição, ponto, estoque segurança"
77,120,2,"cancelamento saldo, saldo embarque, reserva","reposição, ponto, estoque segurança"
36,99,2,"mensagem knd, erro nimo, sequence","back flush, flush materiais, apontamento"
23,51,2,"http, frigorifico, link","email, envio, mails"
140,150,2,"recurso, planejamento, meta","remessa, terceirização, industrialização"
39,150,2,"controle lote, lotes, requisições","remessa, terceirização, industrialização"
17,72,2,"manutenção, preventiva, maquina","mrp, material, data cadastro"
22,45,2,"detalhamento teste, login, user","armazenagem, local, rótulos"
14,25,2,"pdv, caixa, kunden","job, logs, ção"
25,140,2,"job, logs, ção","recurso, planejamento, meta"
29,78,2,"cnpj, pessoa, jurídicas","and, select, nvl"
34,101,2,"labelli, api, job","recursos, filtro, semana"
64,157,2,"nao, transcricao, deve","importação notas, fiscais importação, entrada xml"
78,87,2,"and, select, nvl","diferença, custo médio, estoque"
64,78,2,"nao, transcricao, deve","and, select, nvl"
26,50,2,"arezzo, importação, rótulos","sys, camino, oracle"
29,48,2,"cnpj, pessoa, jurídicas","ora, erro, mensagem"
20,29,2,"controle embarque, embarque web, rótulos","cnpj, pessoa, jurídicas"
3,22,2,"reg, status notas, mandatório","detalhamento teste, login, user"
3,78,2,"reg, status notas, mandatório","and, select, nvl"
23,50,2,"http, frigorifico, link","sys, camino, oracle"
78,156,2,"and, select, nvl","entrada, nota, fiscal"
29,154,2,"cnpj, pessoa, jurídicas","fornecedor, entrada, ontem"
23,81,2,"http, frigorifico, link","ikronos, api, industrial manufatura"
81,131,2,"ikronos, api, industrial manufatura","android, app, ivendre"
80,124,2,"características, categoria, preenchidas","operações, propriedade, ficha"
19,127,2,"fpv, preço venda, cálculo","setup, tempo, planejamento"
80,90,2,"características, categoria, preenchidas","material, materiais, componente"
51,123,2,"email, envio, mails","cartão, componente, emissão"
8,125,2,"doccob, conemb, transportadora","faturamento, expedição, rotulo"
50,78,2,"sys, camino, oracle","and, select, nvl"
17,132,2,"manutenção, preventiva, maquina","eficiência, minutos, turno"
17,151,2,"manutenção, preventiva, maquina","fabricação geração, plano mestre, mestre produção"
17,78,2,"manutenção, preventiva, maquina","and, select, nvl"
17,122,2,"manutenção, preventiva, maquina","emissão ordem, chão, ordem fabricação"
16,89,2,"manutenção industrial, transferência, centro trabalho","estoque futuro, localização, produção estoque"
16,22,2,"manutenção industrial, transferência, centro trabalho","detalhamento teste, login, user"
21,71,2,"publisher, query, report","empresa, mrp, tabela"
21,108,2,"publisher, query, report","abastecimento, requisição, materiais"
50,121,2,"sys, camino, oracle","exportação, packing, list"
60,121,2,"rótulos, armazenamento, unidades","exportação, packing, list"
6,36,2,"satra, ticket, arquivo","mensagem knd, erro nimo, sequence"
6,90,2,"satra, ticket, arquivo","material, materiais, componente"
39,67,2,"controle lote, lotes, requisições","relatório posição, frigorificos, gerenciamento"
6,88,2,"satra, ticket, arquivo","cri, ajuste, divergência"
39,76,2,"controle lote, lotes, requisições","encerramento, finalização, proceso"
35,105,2,"raja, paquete, cantidad","cotação, compras, fornecedor"
18,34,2,"ção, ato, drawback","labelli, api, job"
27,122,2,"romaneio, notas fiscais, fiscais rótulo","emissão ordem, chão, ordem fabricação"
27,125,2,"romaneio, notas fiscais, fiscais rótulo","faturamento, expedição, rotulo"
48,129,2,"ora, erro, mensagem","entrega, categoria, venda"
26,157,2,"arezzo, importação, rótulos","importação notas, fiscais importação, entrada xml"
26,49,2,"arezzo, importação, rótulos","senha, alter, caio"
23,26,2,"http, frigorifico, link","arezzo, importação, rótulos"
26,158,2,"arezzo, importação, rótulos","monitor, fiscais, notas"
42,114,2,"produtos fabricação, geração produtos, conta contábil","unidade medida, primária, qtde"
11,22,2,"tag, obrig rejeição, chave acesso","detalhamento teste, login, user"
22,48,2,"detalhamento teste, login, user","ora, erro, mensagem"
22,73,2,"detalhamento teste, login, user","mínimo, parcela, categoria"
2,25,2,"moeda, cotação, cotações","job, logs, ção"
2,8,2,"moeda, cotação, cotações","doccob, conemb, transportadora"
22,116,2,"detalhamento teste, login, user","estorno, cancelamento, devolução"
14,70,1,"pdv, caixa, kunden","processo sequencia, curpisco, demãos"
7,14,1,"revisão, bônus, painel","pdv, caixa, kunden"
116,136,1,"estorno, cancelamento, devolução","planejamento vendas, vendas planejamento, vendas frigorífico"
128,136,1,"consignação, operação, classe","planejamento vendas, vendas planejamento, vendas frigorífico"
64,146,1,"nao, transcricao, deve","proposta, ivendre, representante"
7,156,1,"revisão, bônus, painel","entrada, nota, fiscal"
7,122,1,"revisão, bônus, painel","emissão ordem, chão, ordem fabricação"
7,108,1,"revisão, bônus, painel","abastecimento, requisição, materiais"
7,121,1,"revisão, bônus, painel","exportação, packing, list"
7,39,1,"revisão, bônus, painel","controle lote, lotes, requisições"
7,45,1,"revisão, bônus, painel","armazenagem, local, rótulos"
7,126,1,"revisão, bônus, painel","faturamento, liberação, pedidos"
7,84,1,"revisão, bônus, painel","compras, comprador, alçada"
7,8,1,"revisão, bônus, painel","doccob, conemb, transportadora"
51,74,1,"email, envio, mails","cfop, icms, sped"
8,19,1,"doccob, conemb, transportadora","fpv, preço venda, cálculo"
42,122,1,"produtos fabricação, geração produtos, conta contábil","emissão ordem, chão, ordem fabricação"
119,134,1,"lote mínimo, mínimo compra, compras","quantidade peças, ivendre, bonés"
119,143,1,"lote mínimo, mínimo compra, compras","desconto, comissão, preços"
25,132,1,"job, logs, ção","eficiência, minutos, turno"
25,45,1,"job, logs, ção","armazenagem, local, rótulos"
8,20,1,"doccob, conemb, transportadora","controle embarque, embarque web, rótulos"
19,146,1,"fpv, preço venda, cálculo","proposta, ivendre, representante"
29,34,1,"cnpj, pessoa, jurídicas","labelli, api, job"
34,150,1,"labelli, api, job","remessa, terceirização, industrialização"
74,86,1,"cfop, icms, sped","desconto, valor unitário, liquido"
74,143,1,"cfop, icms, sped","desconto, comissão, preços"
16,74,1,"manutenção industrial, transferência, centro trabalho","cfop, icms, sped"
3,74,1,"reg, status notas, mandatório","cfop, icms, sped"
67,97,1,"relatório posição, frigorificos, gerenciamento","engenharia, desenvolvimento produto, estruturação produto"
19,115,1,"fpv, preço venda, cálculo","apontamento, multitarefa, desvio"
32,96,1,"dígitos, ean, contentor","coleção, estruturação produto, sub"
90,102,1,"material, materiais, componente","centro custo, requisição, contábil"
22,50,1,"detalhamento teste, login, user","sys, camino, oracle"
70,122,1,"processo sequencia, curpisco, demãos","emissão ordem, chão, ordem fabricação"
70,97,1,"processo sequencia, curpisco, demãos","engenharia, desenvolvimento produto, estruturação produto"
17,119,1,"manutenção, preventiva, maquina","lote mínimo, mínimo compra, compras"
37,79,1,"está lendo, etiquetas medidora, medidora está","marca, conjunto, cor"
48,79,1,"ora, erro, mensagem","marca, conjunto, cor"
6,79,1,"satra, ticket, arquivo","marca, conjunto, cor"
36,96,1,"mensagem knd, erro nimo, sequence","coleção, estruturação produto, sub"
96,153,1,"coleção, estruturação produto, sub","plano mestre, mestre produção, relatório plano"
56,57,1,"kunden systems, ocorrida, implantação","etiqueta, emissão, impressão"
15,134,1,"tolerância, pis cofins, tolerancia","quantidade peças, ivendre, bonés"
122,151,1,"emissão ordem, chão, ordem fabricação","fabricação geração, plano mestre, mestre produção"
15,137,1,"tolerância, pis cofins, tolerancia","flex, saldo, representantes controle"
15,140,1,"tolerância, pis cofins, tolerancia","recurso, planejamento, meta"
15,99,1,"tolerância, pis cofins, tolerancia","back flush, flush materiais, apontamento"
6,48,1,"satra, ticket, arquivo","ora, erro, mensagem"
99,104,1,"back flush, flush materiais, apontamento","cancelamento, entrega, cancelar"
30,99,1,"encaixotamento, talões, liberação faturamento","back flush, flush materiais, apontamento"
55,149,1,"mail assunto, desenvolvimento, queria entender","industrialização, retorno, remessa"
52,107,1,"rotulo, rótulo, operação","apontamento rótulos, fábrica lançamentos, lançamentos apontamento"
52,123,1,"rotulo, rótulo, operação","cartão, componente, emissão"
52,60,1,"rotulo, rótulo, operação","rótulos, armazenamento, unidades"
4,59,1,"power, mcm, visões","navegador, impressora, atalho"
58,116,1,"etiquetas, impressora, impressão","estorno, cancelamento, devolução"
11,13,1,"tag, obrig rejeição, chave acesso","ibs, cbs, monofásica"
56,144,1,"kunden systems, ocorrida, implantação","retorno, industrialização, deposito"
90,141,1,"material, materiais, componente","tinta, formula, acabamento"
55,65,1,"mail assunto, desenvolvimento, queria entender","painel embalagem, embalagem web, web painel"
17,120,1,"manutenção, preventiva, maquina","reposição, ponto, estoque segurança"
82,92,1,"relatório analise, relatório gerenciais, fábrica relatório","reclassificação, transferência localizações, lançamentos transferência"
92,122,1,"reclassificação, transferência localizações, lançamentos transferência","emissão ordem, chão, ordem fabricação"
76,92,1,"encerramento, finalização, proceso","reclassificação, transferência localizações, lançamentos transferência"
101,118,1,"recursos, filtro, semana","custo total, napa asa, asa white"
118,151,1,"custo total, napa asa, asa white","fabricação geração, plano mestre, mestre produção"
94,118,1,"custo médio, unitário, suprimentos estoque","custo total, napa asa, asa white"
19,86,1,"fpv, preço venda, cálculo","desconto, valor unitário, liquido"
47,113,1,"análise, representante, vendas","risco, crédito, analise"
42,69,1,"produtos fabricação, geração produtos, conta contábil","largura, produção agrupado, plano produção"
19,117,1,"fpv, preço venda, cálculo","rendimento, curtume, custo"
70,114,1,"processo sequencia, curpisco, demãos","unidade medida, primária, qtde"
19,42,1,"fpv, preço venda, cálculo","produtos fabricação, geração produtos, conta contábil"
56,75,1,"kunden systems, ocorrida, implantação","classificação, produto destino, ficha técnica"
56,121,1,"kunden systems, ocorrida, implantação","exportação, packing, list"
56,122,1,"kunden systems, ocorrida, implantação","emissão ordem, chão, ordem fabricação"
56,145,1,"kunden systems, ocorrida, implantação","triangular, industrialização, beneficiamento"
3,121,1,"reg, status notas, mandatório","exportação, packing, list"
121,143,1,"exportação, packing, list","desconto, comissão, preços"
99,114,1,"back flush, flush materiais, apontamento","unidade medida, primária, qtde"
43,140,1,"cep, inspeção, lançamento","recurso, planejamento, meta"
85,87,1,"pré, recebimento, pre","diferença, custo médio, estoque"
44,88,1,"devolução, devoluções, cep","cri, ajuste, divergência"
41,86,1,"custeio, custo, recálculo","desconto, valor unitário, liquido"
41,116,1,"custeio, custo, recálculo","estorno, cancelamento, devolução"
89,94,1,"estoque futuro, localização, produção estoque","custo médio, unitário, suprimentos estoque"
91,94,1,"posição estoque, relatório, saldos rótulo","custo médio, unitário, suprimentos estoque"
88,137,1,"cri, ajuste, divergência","flex, saldo, representantes controle"
83,92,1,"brisa, revisão, skus","reclassificação, transferência localizações, lançamentos transferência"
31,81,1,"picking, rótulo, web","ikronos, api, industrial manufatura"
39,98,1,"controle lote, lotes, requisições","rota, pedidos faturamento, liberação pedidos"
39,85,1,"controle lote, lotes, requisições","pré, recebimento, pre"
39,116,1,"controle lote, lotes, requisições","estorno, cancelamento, devolução"
39,126,1,"controle lote, lotes, requisições","faturamento, liberação, pedidos"
19,152,1,"fpv, preço venda, cálculo","mestre produção, plano mestre, forecast"
90,133,1,"material, materiais, componente","semi, ofs, acabado"
90,110,1,"material, materiais, componente","necessidades, compras, mrp"
133,149,1,"semi, ofs, acabado","industrialização, retorno, remessa"
69,151,1,"largura, produção agrupado, plano produção","fabricação geração, plano mestre, mestre produção"
36,153,1,"mensagem knd, erro nimo, sequence","plano mestre, mestre produção, relatório plano"
36,108,1,"mensagem knd, erro nimo, sequence","abastecimento, requisição, materiais"
151,152,1,"fabricação geração, plano mestre, mestre produção","mestre produção, plano mestre, forecast"
133,152,1,"semi, ofs, acabado","mestre produção, plano mestre, forecast"
112,153,1,"data base, fecha base, plano produção","plano mestre, mestre produção, relatório plano"
88,90,1,"cri, ajuste, divergência","material, materiais, componente"
42,99,1,"produtos fabricação, geração produtos, conta contábil","back flush, flush materiais, apontamento"
41,141,1,"custeio, custo, recálculo","tinta, formula, acabamento"
39,122,1,"controle lote, lotes, requisições","emissão ordem, chão, ordem fabricação"
35,93,1,"raja, paquete, cantidad","encerramento, encerrado, períodos"
93,151,1,"encerramento, encerrado, períodos","fabricação geração, plano mestre, mestre produção"
42,45,1,"produtos fabricação, geração produtos, conta contábil","armazenagem, local, rótulos"
42,121,1,"produtos fabricação, geração produtos, conta contábil","exportação, packing, list"
22,42,1,"detalhamento teste, login, user","produtos fabricação, geração produtos, conta contábil"
38,108,1,"lote, fracionamento, fracionar","abastecimento, requisição, materiais"
94,120,1,"custo médio, unitário, suprimentos estoque","reposição, ponto, estoque segurança"
22,91,1,"detalhamento teste, login, user","posição estoque, relatório, saldos rótulo"
19,94,1,"fpv, preço venda, cálculo","custo médio, unitário, suprimentos estoque"
94,151,1,"custo médio, unitário, suprimentos estoque","fabricação geração, plano mestre, mestre produção"
56,86,1,"kunden systems, ocorrida, implantação","desconto, valor unitário, liquido"
41,92,1,"custeio, custo, recálculo","reclassificação, transferência localizações, lançamentos transferência"
92,93,1,"reclassificação, transferência localizações, lançamentos transferência","encerramento, encerrado, períodos"
54,77,1,"corrugado, rótulos, corrugada","cancelamento saldo, saldo embarque, reserva"
81,84,1,"ikronos, api, industrial manufatura","compras, comprador, alçada"
92,151,1,"reclassificação, transferência localizações, lançamentos transferência","fabricação geração, plano mestre, mestre produção"
92,94,1,"reclassificação, transferência localizações, lançamentos transferência","custo médio, unitário, suprimentos estoque"
39,92,1,"controle lote, lotes, requisições","reclassificação, transferência localizações, lançamentos transferência"
41,125,1,"custeio, custo, recálculo","faturamento, expedição, rotulo"
100,125,1,"instrução, embarque, caixas","faturamento, expedição, rotulo"
28,48,1,"importação, edi, arquivo","ora, erro, mensagem"
116,140,1,"estorno, cancelamento, devolução","recurso, planejamento, meta"
145,155,1,"triangular, industrialização, beneficiamento","smart, sefaz, nfs"
27,95,1,"romaneio, notas fiscais, fiscais rótulo","dólares, moeda, valor"
20,116,1,"controle embarque, embarque web, rótulos","estorno, cancelamento, devolução"
116,154,1,"estorno, cancelamento, devolução","fornecedor, entrada, ontem"
144,154,1,"retorno, industrialização, deposito","fornecedor, entrada, ontem"
126,144,1,"faturamento, liberação, pedidos","retorno, industrialização, deposito"
121,154,1,"exportação, packing, list","fornecedor, entrada, ontem"
74,156,1,"cfop, icms, sped","entrada, nota, fiscal"
45,48,1,"armazenagem, local, rótulos","ora, erro, mensagem"
6,87,1,"satra, ticket, arquivo","diferença, custo médio, estoque"
6,156,1,"satra, ticket, arquivo","entrada, nota, fiscal"
6,49,1,"satra, ticket, arquivo","senha, alter, caio"
8,33,1,"doccob, conemb, transportadora","gtin, ean, txt"
78,158,1,"and, select, nvl","monitor, fiscais, notas"
40,135,1,"inspeção, laboratorial, inspección","lote, balanceado, cálculo"
40,61,1,"inspeção, laboratorial, inspección","emissão etiqueta, etiqueta nota, rótulos emissão"
148,154,1,"fiscais, nota, fiscal","fornecedor, entrada, ontem"
102,156,1,"centro custo, requisição, contábil","entrada, nota, fiscal"
48,84,1,"ora, erro, mensagem","compras, comprador, alçada"
142,159,1,"impressora, impressão, monitor","aline, sefaz, monitor"
11,155,1,"tag, obrig rejeição, chave acesso","smart, sefaz, nfs"
49,159,1,"senha, alter, caio","aline, sefaz, monitor"
95,158,1,"dólares, moeda, valor","monitor, fiscais, notas"
32,158,1,"dígitos, ean, contentor","monitor, fiscais, notas"
36,159,1,"mensagem knd, erro nimo, sequence","aline, sefaz, monitor"
20,158,1,"controle embarque, embarque web, rótulos","monitor, fiscais, notas"
98,158,1,"rota, pedidos faturamento, liberação pedidos","monitor, fiscais, notas"
27,86,1,"romaneio, notas fiscais, fiscais rótulo","desconto, valor unitário, liquido"
20,154,1,"controle embarque, embarque web, rótulos","fornecedor, entrada, ontem"
154,157,1,"fornecedor, entrada, ontem","importação notas, fiscais importação, entrada xml"
156,158,1,"entrada, nota, fiscal","monitor, fiscais, notas"
91,93,1,"posição estoque, relatório, saldos rótulo","encerramento, encerrado, períodos"
41,140,1,"custeio, custo, recálculo","recurso, planejamento, meta"
83,121,1,"brisa, revisão, skus","exportação, packing, list"
91,98,1,"posição estoque, relatório, saldos rótulo","rota, pedidos faturamento, liberação pedidos"
92,98,1,"reclassificação, transferência localizações, lançamentos transferência","rota, pedidos faturamento, liberação pedidos"
91,150,1,"posição estoque, relatório, saldos rótulo","remessa, terceirização, industrialização"
91,122,1,"posição estoque, relatório, saldos rótulo","emissão ordem, chão, ordem fabricação"
36,87,1,"mensagem knd, erro nimo, sequence","diferença, custo médio, estoque"
88,141,1,"cri, ajuste, divergência","tinta, formula, acabamento"
87,91,1,"diferença, custo médio, estoque","posição estoque, relatório, saldos rótulo"
128,145,1,"consignação, operação, classe","triangular, industrialização, beneficiamento"
42,92,1,"produtos fabricação, geração produtos, conta contábil","reclassificação, transferência localizações, lançamentos transferência"
83,91,1,"brisa, revisão, skus","posição estoque, relatório, saldos rótulo"
46,67,1,"armazenagem, lotes, local","relatório posição, frigorificos, gerenciamento"
53,67,1,"etiqueta, impressa, embalagem","relatório posição, frigorificos, gerenciamento"
45,67,1,"armazenagem, local, rótulos","relatório posição, frigorificos, gerenciamento"
89,115,1,"estoque futuro, localização, produção estoque","apontamento, multitarefa, desvio"
89,125,1,"estoque futuro, localização, produção estoque","faturamento, expedição, rotulo"
34,108,1,"labelli, api, job","abastecimento, requisição, materiais"
20,34,1,"controle embarque, embarque web, rótulos","labelli, api, job"
77,148,1,"cancelamento saldo, saldo embarque, reserva","fiscais, nota, fiscal"
77,149,1,"cancelamento saldo, saldo embarque, reserva","industrialização, retorno, remessa"
108,144,1,"abastecimento, requisição, materiais","retorno, industrialização, deposito"
44,98,1,"devolução, devoluções, cep","rota, pedidos faturamento, liberação pedidos"
111,149,1,"grade marcar, simplificado, venda","industrialização, retorno, remessa"
78,128,1,"and, select, nvl","consignação, operação, classe"
87,89,1,"diferença, custo médio, estoque","estoque futuro, localização, produção estoque"
27,87,1,"romaneio, notas fiscais, fiscais rótulo","diferença, custo médio, estoque"
44,111,1,"devolução, devoluções, cep","grade marcar, simplificado, venda"
104,136,1,"cancelamento, entrega, cancelar","planejamento vendas, vendas planejamento, vendas frigorífico"
86,156,1,"desconto, valor unitário, liquido","entrada, nota, fiscal"
44,145,1,"devolução, devoluções, cep","triangular, industrialização, beneficiamento"
48,116,1,"ora, erro, mensagem","estorno, cancelamento, devolução"
5,48,1,"contra nota, gera contra, entrada frigorífico","ora, erro, mensagem"
61,158,1,"emissão etiqueta, etiqueta nota, rótulos emissão","monitor, fiscais, notas"
55,155,1,"mail assunto, desenvolvimento, queria entender","smart, sefaz, nfs"
50,93,1,"sys, camino, oracle","encerramento, encerrado, períodos"
140,155,1,"recurso, planejamento, meta","smart, sefaz, nfs"
44,56,1,"devolução, devoluções, cep","kunden systems, ocorrida, implantação"
40,119,1,"inspeção, laboratorial, inspección","lote mínimo, mínimo compra, compras"
14,37,1,"pdv, caixa, kunden","está lendo, etiquetas medidora, medidora está"
14,32,1,"pdv, caixa, kunden","dígitos, ean, contentor"
56,148,1,"kunden systems, ocorrida, implantação","fiscais, nota, fiscal"
44,150,1,"devolução, devoluções, cep","remessa, terceirização, industrialização"
14,125,1,"pdv, caixa, kunden","faturamento, expedição, rotulo"
5,27,1,"contra nota, gera contra, entrada frigorífico","romaneio, notas fiscais, fiscais rótulo"
60,83,1,"rótulos, armazenamento, unidades","brisa, revisão, skus"
22,144,1,"detalhamento teste, login, user","retorno, industrialização, deposito"
116,144,1,"estorno, cancelamento, devolução","retorno, industrialização, deposito"
55,112,1,"mail assunto, desenvolvimento, queria entender","data base, fecha base, plano produção"
27,56,1,"romaneio, notas fiscais, fiscais rótulo","kunden systems, ocorrida, implantação"
21,27,1,"publisher, query, report","romaneio, notas fiscais, fiscais rótulo"
27,55,1,"romaneio, notas fiscais, fiscais rótulo","mail assunto, desenvolvimento, queria entender"
27,58,1,"romaneio, notas fiscais, fiscais rótulo","etiquetas, impressora, impressão"
56,151,1,"kunden systems, ocorrida, implantação","fabricação geração, plano mestre, mestre produção"
145,154,1,"triangular, industrialização, beneficiamento","fornecedor, entrada, ontem"
22,149,1,"detalhamento teste, login, user","industrialização, retorno, remessa"
44,144,1,"devolução, devoluções, cep","retorno, industrialização, deposito"
88,133,1,"cri, ajuste, divergência","semi, ofs, acabado"
78,140,1,"and, select, nvl","recurso, planejamento, meta"
117,151,1,"rendimento, curtume, custo","fabricação geração, plano mestre, mestre produção"
72,112,1,"mrp, material, data cadastro","data base, fecha base, plano produção"
87,112,1,"diferença, custo médio, estoque","data base, fecha base, plano produção"
48,72,1,"ora, erro, mensagem","mrp, material, data cadastro"
56,132,1,"kunden systems, ocorrida, implantação","eficiência, minutos, turno"
132,135,1,"eficiência, minutos, turno","lote, balanceado, cálculo"
84,99,1,"compras, comprador, alçada","back flush, flush materiais, apontamento"
99,133,1,"back flush, flush materiais, apontamento","semi, ofs, acabado"
43,56,1,"cep, inspeção, lançamento","kunden systems, ocorrida, implantação"
127,152,1,"setup, tempo, planejamento","mestre produção, plano mestre, forecast"
72,153,1,"mrp, material, data cadastro","plano mestre, mestre produção, relatório plano"
72,80,1,"mrp, material, data cadastro","características, categoria, preenchidas"
41,55,1,"custeio, custo, recálculo","mail assunto, desenvolvimento, queria entender"
17,101,1,"manutenção, preventiva, maquina","recursos, filtro, semana"
101,151,1,"recursos, filtro, semana","fabricação geração, plano mestre, mestre produção"
45,101,1,"armazenagem, local, rótulos","recursos, filtro, semana"
99,101,1,"back flush, flush materiais, apontamento","recursos, filtro, semana"
35,151,1,"raja, paquete, cantidad","fabricação geração, plano mestre, mestre produção"
36,138,1,"mensagem knd, erro nimo, sequence","ivendre, semana, carrinhos"
35,122,1,"raja, paquete, cantidad","emissão ordem, chão, ordem fabricação"
78,151,1,"and, select, nvl","fabricação geração, plano mestre, mestre produção"
45,126,1,"armazenagem, local, rótulos","faturamento, liberação, pedidos"
82,98,1,"relatório analise, relatório gerenciais, fábrica relatório","rota, pedidos faturamento, liberação pedidos"
80,97,1,"características, categoria, preenchidas","engenharia, desenvolvimento produto, estruturação produto"
59,123,1,"navegador, impressora, atalho","cartão, componente, emissão"
28,59,1,"importação, edi, arquivo","navegador, impressora, atalho"
59,80,1,"navegador, impressora, atalho","características, categoria, preenchidas"
19,32,1,"fpv, preço venda, cálculo","dígitos, ean, contentor"
22,32,1,"detalhamento teste, login, user","dígitos, ean, contentor"
33,108,1,"gtin, ean, txt","abastecimento, requisição, materiais"
61,122,1,"emissão etiqueta, etiqueta nota, rótulos emissão","emissão ordem, chão, ordem fabricação"
53,122,1,"etiqueta, impressa, embalagem","emissão ordem, chão, ordem fabricação"
14,76,1,"pdv, caixa, kunden","encerramento, finalização, proceso"
66,122,1,"painel, abate, animal","emissão ordem, chão, ordem fabricação"
122,140,1,"emissão ordem, chão, ordem fabricação","recurso, planejamento, meta"
90,122,1,"material, materiais, componente","emissão ordem, chão, ordem fabricação"
54,111,1,"corrugado, rótulos, corrugada","grade marcar, simplificado, venda"
36,90,1,"mensagem knd, erro nimo, sequence","material, materiais, componente"
89,107,1,"estoque futuro, localização, produção estoque","apontamento rótulos, fábrica lançamentos, lançamentos apontamento"
79,80,1,"marca, conjunto, cor","características, categoria, preenchidas"
56,79,1,"kunden systems, ocorrida, implantação","marca, conjunto, cor"
69,79,1,"largura, produção agrupado, plano produção","marca, conjunto, cor"
79,97,1,"marca, conjunto, cor","engenharia, desenvolvimento produto, estruturação produto"
79,108,1,"marca, conjunto, cor","abastecimento, requisição, materiais"
97,102,1,"engenharia, desenvolvimento produto, estruturação produto","centro custo, requisição, contábil"
75,119,1,"classificação, produto destino, ficha técnica","lote mínimo, mínimo compra, compras"
55,81,1,"mail assunto, desenvolvimento, queria entender","ikronos, api, industrial manufatura"
33,80,1,"gtin, ean, txt","características, categoria, preenchidas"
28,80,1,"importação, edi, arquivo","características, categoria, preenchidas"
53,79,1,"etiqueta, impressa, embalagem","marca, conjunto, cor"
38,89,1,"lote, fracionamento, fracionar","estoque futuro, localização, produção estoque"
6,123,1,"satra, ticket, arquivo","cartão, componente, emissão"
123,152,1,"cartão, componente, emissão","mestre produção, plano mestre, forecast"
52,81,1,"rotulo, rótulo, operação","ikronos, api, industrial manufatura"
52,153,1,"rotulo, rótulo, operação","plano mestre, mestre produção, relatório plano"
52,114,1,"rotulo, rótulo, operação","unidade medida, primária, qtde"
67,82,1,"relatório posição, frigorificos, gerenciamento","relatório analise, relatório gerenciais, fábrica relatório"
101,124,1,"recursos, filtro, semana","operações, propriedade, ficha"
89,101,1,"estoque futuro, localização, produção estoque","recursos, filtro, semana"
91,101,1,"posição estoque, relatório, saldos rótulo","recursos, filtro, semana"
93,101,1,"encerramento, encerrado, períodos","recursos, filtro, semana"
97,111,1,"engenharia, desenvolvimento produto, estruturação produto","grade marcar, simplificado, venda"
1,22,1,"saldo saldo, prev, ent","detalhamento teste, login, user"
36,97,1,"mensagem knd, erro nimo, sequence","engenharia, desenvolvimento produto, estruturação produto"
55,91,1,"mail assunto, desenvolvimento, queria entender","posição estoque, relatório, saldos rótulo"
75,82,1,"classificação, produto destino, ficha técnica","relatório analise, relatório gerenciais, fábrica relatório"
97,108,1,"engenharia, desenvolvimento produto, estruturação produto","abastecimento, requisição, materiais"
104,108,1,"cancelamento, entrega, cancelar","abastecimento, requisição, materiais"
85,108,1,"pré, recebimento, pre","abastecimento, requisição, materiais"
47,123,1,"análise, representante, vendas","cartão, componente, emissão"
104,122,1,"cancelamento, entrega, cancelar","emissão ordem, chão, ordem fabricação"
54,135,1,"corrugado, rótulos, corrugada","lote, balanceado, cálculo"
36,54,1,"mensagem knd, erro nimo, sequence","corrugado, rótulos, corrugada"
57,60,1,"etiqueta, emissão, impressão","rótulos, armazenamento, unidades"
60,111,1,"rótulos, armazenamento, unidades","grade marcar, simplificado, venda"
60,122,1,"rótulos, armazenamento, unidades","emissão ordem, chão, ordem fabricação"
36,71,1,"mensagem knd, erro nimo, sequence","empresa, mrp, tabela"
48,54,1,"ora, erro, mensagem","corrugado, rótulos, corrugada"
42,55,1,"produtos fabricação, geração produtos, conta contábil","mail assunto, desenvolvimento, queria entender"
55,97,1,"mail assunto, desenvolvimento, queria entender","engenharia, desenvolvimento produto, estruturação produto"
55,108,1,"mail assunto, desenvolvimento, queria entender","abastecimento, requisição, materiais"
